image_path,disease_name,fertilizer_recommendation,description
images/leaf_454.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_455.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_456.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_457.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_458.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_459.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_460.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_461.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_462.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_463.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_464.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_465.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_466.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_467.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_468.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_469.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_470.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_471.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_472.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_473.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_474.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_475.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_476.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_477.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_478.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_479.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_480.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_481.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_482.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_483.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_484.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_485.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_486.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_487.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_488.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_489.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_490.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_491.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_492.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_493.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_494.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_495.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_496.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_497.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_498.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_499.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_500.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_501.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_502.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_503.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_504.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_505.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_506.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_507.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_508.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_509.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_510.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_511.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_512.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_513.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_514.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_515.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_516.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_517.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_518.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_519.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_520.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_521.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_522.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_523.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_524.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_525.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_526.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_527.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_528.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_529.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_530.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_531.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_532.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_533.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_534.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_535.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_536.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_537.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_538.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_539.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_540.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_541.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_542.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_543.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_544.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_545.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_546.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_547.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_548.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_549.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_550.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_551.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_552.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_553.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_554.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_555.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_556.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_557.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_558.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_559.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_560.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_561.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_562.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_563.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_564.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_565.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_566.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_567.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_568.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_569.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_570.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_571.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_572.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_573.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_574.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_575.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_576.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_577.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_578.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_579.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_580.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_581.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_582.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_583.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_584.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_585.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_586.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_587.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_588.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_589.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_590.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_591.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_592.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_593.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_594.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_595.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_596.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_597.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_598.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_599.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_600.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_601.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_602.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_603.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_604.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_605.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_606.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_607.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_608.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_609.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_610.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_611.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_612.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_613.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_614.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_615.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_616.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_617.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_618.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_619.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_620.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_621.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_622.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_623.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_624.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_625.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_626.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_627.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_628.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_629.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_630.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_631.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_632.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_633.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_634.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_635.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_636.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_637.jpg,Anthracnose (Leaf Stage),Phosphorus-rich fertilizer,Dark lesions with concentric rings on leaves; spreads in humid conditions.
images/leaf_638.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_639.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_640.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_641.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_642.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_643.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_644.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_645.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_646.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_647.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_648.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_649.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_650.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_651.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_652.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_653.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_654.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_655.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_656.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_657.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_658.jpg,Red Stripe,Nitrogen and Phosphorus fertilizer,Red stripes on leaves; bacterial disease that weakens the plant.
images/leaf_659.jpg,Yellow Leaf Syndrome,Potassium and Magnesium fertilizer,Leaves turn yellow from tip to base; viral disease affecting growth.
images/leaf_660.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_661.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_662.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_663.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_664.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_665.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_666.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_667.jpg,Leaf Blast,Potassium and Magnesium fertilizer,Brown spots with concentric rings; fungal disease affecting photosynthesis.
images/leaf_668.jpg,Grassy Shoot,Balanced NPK fertilizer,Shoots become pale green and skinny; reduces yield and vigor.
images/leaf_669.jpg,Powdery Mildew,Potassium-rich fertilizer,White powdery coating on leaves; reduces photosynthesis.
images/leaf_670.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_671.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
images/leaf_672.jpg,Wilt Symptoms,Balanced NPK fertilizer,"Leaves curl, yellow and wilt; usually from root/stalk infection."
images/leaf_673.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_674.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_675.jpg,Leaf Scald,Potassium and Zinc fertilizer,"Causes white streaks and chlorosis on leaves, reduces photosynthesis."
images/leaf_676.jpg,Rust,Balanced NPK fertilizer,Orange-brown pustules on leaf surface; lowers yield.
images/leaf_677.jpg,Leaf Spot,Nitrogen and Potassium fertilizer,Small dark spots on leaves; may merge causing necrotic areas.
images/leaf_678.jpg,Red Rot,Nitrogen-rich fertilizer,A fungal disease causing red lesions on leaves and stalks.
images/leaf_679.jpg,Leaf Mosaic,Nitrogen and Potassium fertilizer,"Mosaic pattern on leaves, viral infection reducing growth and yield."
images/leaf_680.jpg,Top Shoot Borer,Nitrogen-rich fertilizer,Larvae bore into the shoot tips causing drying and death of the top shoot.
images/leaf_681.jpg,Smut,Phosphorus-rich fertilizer,Black whip-like growths on the plant; fungal disease causing yield loss.
